Feature,Score,P_value
Feature_26841,7.891199,0.005004307
Feature_26009,7.891191,0.005004329
Feature_22731,7.890802,0.0050054025
Feature_22857,7.890796,0.0050054183
Feature_24035,7.890733,0.005005593
Feature_22689,7.89058,0.0050060144
Feature_26051,7.89053,0.005006152
Feature_24617,7.8903685,0.0050065983
Feature_26629,7.890348,0.005006655
Feature_24371,7.8901644,0.0050071618
Feature_23741,7.8900785,0.0050073983
Feature_24329,7.8900633,0.0050074407
Feature_24327,7.890004,0.0050076037
Feature_23573,7.8899016,0.005007887
Feature_22773,7.8898826,0.0050079394
Feature_26587,7.889746,0.005008316
Feature_23699,7.8893976,0.005009278
Feature_24161,7.889397,0.0050092796
Feature_24085,7.889362,0.005009377
Feature_25837,7.8893404,0.0050094365
Feature_26967,7.889273,0.005009622
Feature_23951,7.889261,0.0050096563
Feature_23909,7.8892493,0.005009688
Feature_23917,7.8892293,0.005009743
Feature_24119,7.889117,0.005010054
Feature_23825,7.8890615,0.0050102067
Feature_23993,7.8889256,0.005010582
Feature_26383,7.8885465,0.0050116293
Feature_24285,7.8884487,0.0050118994
Feature_24365,7.8883476,0.0050121783
Feature_26261,7.8883166,0.005012264
Feature_23657,7.888293,0.00501233
Feature_26799,7.8881164,0.0050128177
Feature_24245,7.88807,0.0050129453
Feature_26087,7.888008,0.0050131166
Feature_23783,7.8879843,0.0050131823
Feature_23867,7.887718,0.0050139176
Feature_25967,7.8876333,0.0050141523
Feature_23399,7.8875055,0.0050145057
Feature_26925,7.887121,0.005015568
Feature_26425,7.8869185,0.0050161285
Feature_23357,7.8868775,0.0050162417
Feature_24577,7.8868103,0.0050164275
Feature_26757,7.8867507,0.0050165923
Feature_26129,7.8866787,0.0050167916
Feature_23907,7.886287,0.0050178743
Feature_25795,7.886264,0.005017939
Feature_24077,7.8862176,0.005018067
Feature_24075,7.885918,0.0050188955
Feature_23531,7.8856063,0.0050197584
Feature_27117,7.8854084,0.005020306
Feature_27051,7.884715,0.005022225
Feature_24241,7.8847055,0.0050222515
Feature_24493,7.8845024,0.0050228136
Feature_27009,7.8840218,0.005024145
Feature_26715,7.882988,0.0050270087
Feature_23445,7.8825555,0.0050282073
Feature_24535,7.882545,0.0050282367
Feature_23273,7.8824067,0.00502862
Feature_23363,7.882379,0.0050286963
Feature_18701,7.8820786,0.0050295293
Feature_17449,7.881981,0.0050298003
Feature_23405,7.8817024,0.0050305724
Feature_27075,7.880899,0.005032801
Feature_23279,7.880257,0.005034582
Feature_23611,7.880123,0.0050349543
Feature_24409,7.8800445,0.0050351727
Feature_26673,7.8799396,0.0050354637
Feature_26555,7.87993,0.0050354903
Feature_24451,7.879929,0.0050354926
Feature_23189,7.8792586,0.0050373543
Feature_23147,7.8789105,0.005038321
Feature_23779,7.8788543,0.0050384775
Feature_26341,7.878033,0.0050407588
Feature_22937,7.878029,0.0050407704
Feature_23947,7.8779545,0.005040977
Feature_23021,7.8778954,0.0050411415
Feature_23485,7.8778787,0.005041188
Feature_23737,7.8778567,0.0050412486
Feature_23063,7.8777943,0.0050414223
Feature_26545,7.877776,0.0050414726
Feature_24199,7.8776884,0.0050417166
Feature_23401,7.8776855,0.0050417245
Feature_24283,7.877624,0.0050418954
Feature_24115,7.87703,0.005043547
Feature_23695,7.8769426,0.0050437897
Feature_27033,7.876893,0.005043928
Feature_24157,7.876889,0.0050439383
Feature_23821,7.876706,0.0050444477
Feature_23905,7.87667,0.0050445483
Feature_23527,7.876578,0.0050448044
Feature_23569,7.8763056,0.0050455616
Feature_26505,7.8759484,0.0050465553
Feature_25919,7.875933,0.0050465977
Feature_23863,7.8758826,0.0050467383
Feature_23989,7.875803,0.00504696
Feature_27157,7.875798,0.005046973
Feature_26045,7.875781,0.005047021
Feature_26377,7.8756123,0.005047491
Feature_22979,7.875608,0.0050475025
Feature_24073,7.8755136,0.005047765
Feature_24031,7.875512,0.0050477693
Feature_23443,7.8750753,0.005048985
Feature_22775,7.8750486,0.005049059
Feature_23231,7.874834,0.0050496566
Feature_22691,7.874729,0.0050499486
Feature_23237,7.8746896,0.005050059
Feature_26631,7.874595,0.0050503216
Feature_22733,7.8745275,0.00505051
Feature_26547,7.874407,0.005050846
Feature_27201,7.874053,0.0050518312
Feature_22853,7.8737183,0.005052764
Feature_27073,7.8736615,0.005052922
Feature_23653,7.873528,0.005053294
Feature_27199,7.873525,0.005053302
Feature_23191,7.8732014,0.005054204
Feature_22685,7.8727612,0.0050554303
Feature_26257,7.8714075,0.005059205
Feature_27241,7.871391,0.0050592516
Feature_25961,7.8713884,0.005059258
Feature_12146,7.8713784,0.005059286
Feature_25835,7.871365,0.0050593233
Feature_23489,7.8713264,0.0050594313
Feature_22897,7.871315,0.005059463
Feature_23317,7.8712316,0.005059696
Feature_27243,7.871204,0.005059773
Feature_22811,7.871055,0.005060188
Feature_24325,7.87098,0.005060398
Feature_24367,7.87059,0.0050614853
Feature_26003,7.870425,0.0050619454
Feature_23105,7.87039,0.005062044
Feature_22727,7.870352,0.005062151
Feature_26947,7.870174,0.005062647
Feature_22729,7.8701124,0.0050628185
Feature_27159,7.869924,0.0050633443
Feature_22895,7.869825,0.0050636213
Feature_26461,7.8696856,0.00506401
Feature_22769,7.869666,0.0050640646
Feature_23275,7.8695126,0.0050644935
Feature_23233,7.8692164,0.00506532
Feature_23359,7.869175,0.005065436
Feature_26419,7.8690896,0.0050656744
Feature_22771,7.8689733,0.0050659995
Feature_25877,7.868915,0.005066162
Feature_23447,7.868843,0.005066363
Feature_26503,7.8687553,0.005066608
Feature_26863,7.8683314,0.0050677923
Feature_23149,7.867892,0.005069021
Feature_23065,7.867862,0.0050691036
Feature_23107,7.867643,0.005069717
Feature_22813,7.8670154,0.005071471
Feature_27031,7.866861,0.005071903
Feature_26215,7.8668475,0.0050719404
Feature_26299,7.8667817,0.0050721243
Feature_26173,7.8667254,0.0050722817
Feature_22939,7.8666954,0.005072366
Feature_26589,7.8666754,0.005072422
Feature_25455,7.86658,0.0050726887
Feature_26989,7.8665333,0.005072819
Feature_25329,7.866484,0.0050729564
Feature_26131,7.8664618,0.0050730193
Feature_2405,7.8662357,0.0050736517
Feature_27115,7.8660545,0.0050741583
Feature_26949,7.8659196,0.005074536
Feature_26905,7.8656063,0.005075413
Feature_18743,7.865559,0.0050755446
Feature_26293,7.8653965,0.0050759995
Feature_22981,7.865381,0.005076044
Feature_26463,7.8645425,0.0050783907
Feature_25245,7.864511,0.0050784787
Feature_25287,7.8643923,0.005078811
Feature_23023,7.864368,0.005078879
Feature_25413,7.863908,0.005080168
Feature_22687,7.8637924,0.0050804913
Feature_26991,7.8637867,0.005080507
Feature_25203,7.863725,0.0050806794
Feature_26335,7.8633094,0.0050818445
Feature_24699,7.8632445,0.005082026
Feature_22855,7.863224,0.0050820834
Feature_25497,7.8622956,0.005084686
Feature_26737,7.862253,0.0050848047
Feature_25371,7.862216,0.005084909
Feature_25119,7.861988,0.0050855484
Feature_26821,7.861625,0.005086566
Feature_26089,7.8612995,0.0050874795
Feature_24993,7.8612976,0.0050874846
Feature_26907,7.860812,0.0050888467
Feature_25663,7.8607516,0.0050890166
Feature_25077,7.860131,0.0050907587
Feature_26005,7.860072,0.0050909235
Feature_24615,7.859999,0.0050911284
Feature_26047,7.859932,0.005091317
Feature_25621,7.859825,0.005091617
Feature_24867,7.859798,0.0050916933
Feature_24825,7.8593745,0.005092882
Feature_24531,7.859122,0.0050935918
Feature_24783,7.8585773,0.0050951215
Feature_26823,7.8585334,0.005095245
Feature_22817,7.858368,0.0050957096
Feature_25035,7.858015,0.0050967014
Feature_26337,7.8579173,0.005096976
Feature_24573,7.857828,0.0050972267
Feature_25161,7.8577952,0.005097319
Feature_24489,7.857746,0.005097457
Feature_26779,7.857693,0.0050976058
Feature_26379,7.857617,0.0050978204
Feature_25369,7.8571754,0.005099062
Feature_25963,7.8571324,0.0050991825
Feature_25921,7.8570457,0.0050994265
Feature_24237,7.8566027,0.005100672
Feature_25579,7.856193,0.0051018246
Feature_26695,7.8556623,0.0051033176
Feature_26781,7.855656,0.0051033353
Feature_26655,7.855653,0.0051033446
Feature_25879,7.8556457,0.0051033646
Feature_16963,7.855632,0.0051034037
Feature_24447,7.8555627,0.0051035983
Feature_25201,7.8555045,0.005103762
Feature_26865,7.85548,0.0051038302
Feature_26613,7.855408,0.005104033
Feature_24741,7.85527,0.005104422
Feature_26739,7.8544726,0.0051066666
Feature_23523,7.8544183,0.00510682
Feature_25539,7.854303,0.005107145
Feature_26421,7.854255,0.005107279
Feature_24951,7.854044,0.005107874
Feature_25537,7.8538523,0.0051084138
Feature_25117,7.8533173,0.005109921
Feature_24781,7.85261,0.005111914
Feature_23481,7.852421,0.005112448
Feature_24403,7.852254,0.0051129186
Feature_25159,7.8521004,0.0051133516
Feature_23355,7.851948,0.005113782
Feature_25411,7.851597,0.0051147714
Feature_24195,7.85131,0.005115581
Feature_23691,7.8512783,0.00511567
Feature_24027,7.851071,0.005116255
Feature_24319,7.8509345,0.00511664
Feature_24657,7.85091,0.0051167086
Feature_23859,7.8508735,0.005116812
Feature_23943,7.850855,0.0051168646
Feature_24405,7.850819,0.0051169656
Feature_25705,7.850809,0.005116994
Feature_23397,7.850417,0.0051181
Feature_24153,7.8504133,0.0051181107
Feature_26697,7.8504047,0.005118135
Feature_23899,7.850404,0.0051181377
Feature_25243,7.8503976,0.005118155
Feature_23647,7.850199,0.005118715
Feature_23607,7.8497477,0.0051199896
Feature_24655,7.84973,0.0051200395
Feature_25327,7.8497024,0.0051201177
Feature_26295,7.8496013,0.005120403
Feature_24279,7.8493977,0.005120978
Feature_23145,7.848943,0.0051222616
Feature_16967,7.84886,0.005122497
Feature_24529,7.8488503,0.005122524
Feature_24321,7.848737,0.005122845
Feature_23313,7.8487177,0.0051228986
Feature_23901,7.8486996,0.00512295
Feature_24739,7.848683,0.0051229973
Feature_23941,7.848665,0.005123047
Feature_23775,7.848595,0.005123245
Feature_24445,7.8485923,0.005123253
Feature_24471,7.848552,0.005123366
Feature_25479,7.8481426,0.005124524
Feature_23815,7.8481045,0.0051246313
Feature_24949,7.8480873,0.0051246798
Feature_24697,7.8480616,0.005124753
Feature_23985,7.8480573,0.005124765
Feature_23521,7.848042,0.005124808
Feature_23229,7.8477893,0.005125522
Feature_26209,7.847716,0.00512573
Feature_23271,7.8476806,0.0051258295
Feature_23649,7.8476624,0.0051258807
Feature_23817,7.847608,0.0051260344
Feature_22977,7.8473883,0.005126656
Feature_24429,7.8473234,0.005126839
Feature_23479,7.8473144,0.0051268646
Feature_22809,7.8471932,0.0051272074
Feature_23019,7.84718,0.005127245
Feature_25453,7.8471694,0.005127275
Feature_26571,7.847142,0.0051273517
Feature_16921,7.8470926,0.005127492
Feature_24109,7.8467665,0.0051284144
Feature_24069,7.846699,0.0051286044
Feature_23773,7.8466344,0.005128788
Feature_24613,7.846576,0.005128952
Feature_25033,7.846473,0.0051292437
Feature_25075,7.846441,0.0051293354
Feature_25581,7.8464074,0.00512943
Feature_16925,7.846393,0.00512947
Feature_25665,7.8463154,0.0051296903
Feature_23757,7.846265,0.0051298332
Feature_23565,7.8460097,0.005130555
Feature_25623,7.8459787,0.0051306426
Feature_24025,7.845921,0.005130806
Feature_25831,7.845811,0.0051311175
Feature_25437,7.8457627,0.005131254
Feature_22893,7.845658,0.0051315506
Feature_23799,7.845579,0.005131773
Feature_23733,7.8455186,0.0051319445
Feature_26653,7.8454933,0.0051320163
Feature_22725,7.845483,0.005132046
Feature_25353,7.8453884,0.005132313
Feature_23563,7.845314,0.005132524
Feature_23689,7.845308,0.005132541
Feature_24363,7.845226,0.0051327734
Feature_23731,7.845075,0.0051332
Feature_25647,7.8450494,0.0051332726
Feature_25495,7.8449864,0.005133451
Feature_24111,7.8449693,0.0051334994
Feature_23143,7.8445725,0.005134623
Feature_24597,7.8444667,0.0051349225
Feature_22767,7.844444,0.0051349876
Feature_24909,7.844443,0.00513499
Feature_17005,7.844385,0.0051351534
Feature_23437,7.844367,0.0051352046
Feature_22683,7.844341,0.005135279
Feature_26167,7.844257,0.0051355166
Feature_24303,7.8441935,0.0051356964
Feature_25789,7.8441873,0.005135714
Feature_25563,7.8441424,0.0051358407
Feature_24571,7.8441133,0.005135923
Feature_23439,7.8441057,0.005135945
Feature_24723,7.844093,0.0051359814
Feature_23715,7.844093,0.0051359814
Feature_26251,7.8437514,0.0051369485
Feature_23103,7.843708,0.0051370715
Feature_24387,7.8435516,0.005137515
Feature_22935,7.843484,0.0051377066
Feature_26611,7.8434534,0.005137793
Feature_24193,7.84343,0.005137859
Feature_25285,7.8433447,0.005138101
Feature_23925,7.8433194,0.005138173
Feature_24345,7.8432965,0.0051382375
Feature_23187,7.843236,0.005138409
Feature_24907,7.8431997,0.005138512
Feature_23337,7.8430705,0.005138878
Feature_26083,7.843066,0.0051388904
Feature_24361,7.843015,0.0051390347
Feature_24513,7.8429527,0.0051392117
Feature_23883,7.84273,0.005139843
Feature_24177,7.842366,0.0051408745
Feature_25101,7.842341,0.0051409462
Feature_24151,7.8423257,0.005140989
Feature_23059,7.8422933,0.0051410813
Feature_23547,7.8422375,0.0051412396
Feature_23857,7.842201,0.005141342
Feature_24823,7.8421583,0.005141464
Feature_24235,7.842158,0.005141465
Feature_25605,7.8421345,0.0051415316
Feature_24991,7.84212,0.005141572
Feature_24487,7.8420577,0.005141749
Feature_24093,7.841973,0.00514199
Feature_25395,7.841929,0.005142114
Feature_24051,7.8419085,0.0051421723
Feature_23463,7.8418975,0.0051422035
Feature_23605,7.841859,0.005142313
Feature_23185,7.841851,0.005142335
Feature_25059,7.84183,0.0051423954
Feature_24865,7.8418207,0.0051424215
Feature_25143,7.8414907,0.005143357
Feature_25521,7.8414803,0.005143387
Feature_24639,7.8414474,0.0051434804
Feature_23505,7.841405,0.0051436005
Feature_24277,7.8413453,0.0051437696
Feature_24261,7.8412714,0.0051439796
Feature_25689,7.8411565,0.0051443055
Feature_24009,7.8411508,0.005144322
Feature_23967,7.841129,0.0051443838
Feature_17009,7.841117,0.0051444178
Feature_23841,7.840852,0.00514517
Feature_25311,7.8408327,0.0051452243
Feature_23311,7.8408203,0.005145259
Feature_25269,7.8407264,0.005145526
Feature_23061,7.84046,0.0051462823
Feature_23983,7.840452,0.005146304
Feature_24219,7.840076,0.005147372
Feature_22723,7.8400755,0.0051473733
Feature_23295,7.8400707,0.005147387
Feature_23227,7.840032,0.0051474962
Feature_24135,7.8399444,0.0051477454
Feature_24555,7.8398623,0.005147978
Feature_23421,7.8397846,0.005148199
Feature_24807,7.839745,0.0051483116
Feature_25185,7.8397007,0.0051484373
Feature_25747,7.83965,0.0051485808
Feature_23017,7.839603,0.005148715
Feature_23211,7.8395567,0.005148846
Feature_26253,7.8392797,0.005149633
Feature_25999,7.839204,0.0051498483
Feature_23353,7.8391786,0.00514992
Feature_22959,7.8390756,0.005150213
Feature_26169,7.8387284,0.0051511987
Feature_23631,7.838666,0.005151376
Feature_24765,7.8386617,0.0051513887
Feature_24681,7.8386393,0.005151452
Feature_23673,7.8385954,0.005151577
Feature_23043,7.83842,0.0051520756
Feature_24067,7.838388,0.0051521664
Feature_23395,7.8382483,0.005152563
Feature_22851,7.838229,0.0051526176
Feature_22807,7.837913,0.005153516
Feature_26211,7.8378577,0.0051536732
Feature_23085,7.837842,0.005153718
Feature_26041,7.8378053,0.0051538222
Feature_23169,7.8378024,0.00515383
Feature_25227,7.837777,0.0051539023
Feature_26529,7.837669,0.0051542097
Feature_22707,7.837583,0.0051544537
Feature_22833,7.8375626,0.0051545124
Feature_22849,7.837544,0.005154565
Feature_23589,7.837423,0.0051549096
Feature_25915,7.837411,0.005154943
Feature_25017,7.8373914,0.005154999
Feature_24975,7.8373675,0.0051550665
Feature_26125,7.836692,0.0051569883
Feature_22901,7.836611,0.005157219
Feature_23269,7.8365893,0.00515728
Feature_23127,7.836318,0.0051580514
Feature_22749,7.836057,0.0051587936
Feature_23001,7.835993,0.0051589767
Feature_23153,7.835612,0.005160061
Feature_23379,7.8355875,0.00516013
Feature_25707,7.8355446,0.005160252
Feature_24933,7.835413,0.005160627
Feature_22859,7.835327,0.005160871
Feature_22681,7.8352804,0.005161004
Feature_22891,7.8351936,0.0051612514
Feature_23101,7.8351474,0.0051613827
Feature_22917,7.8351345,0.0051614195
Feature_22875,7.835124,0.0051614493
Feature_22791,7.8347893,0.0051624025
Feature_24849,7.834565,0.0051630405
Feature_22985,7.834333,0.0051637017
Feature_2617,7.834018,0.005164598
Feature_23111,7.83389,0.0051649637
Feature_12172,7.833876,0.0051650032
Feature_23253,7.8337803,0.005165276
Feature_23321,7.8333964,0.00516637
Feature_23069,7.833072,0.005167294
Feature_25957,7.8329372,0.0051676785
Feature_12238,7.832714,0.0051683146
Feature_22933,7.8323207,0.0051694363
Feature_26569,7.832228,0.0051697
Feature_23195,7.8320537,0.0051701977
Feature_22943,7.8319163,0.0051705893
Feature_26445,7.83182,0.005170864
Feature_23027,7.831648,0.005171355
Feature_25791,7.8310323,0.0051731113
Feature_22765,7.830676,0.0051741274
Feature_24891,7.8306623,0.005174167
Feature_25731,7.8301764,0.005175554
Feature_26487,7.829891,0.005176368
Feature_25873,7.829374,0.0051778452
Feature_22975,7.829264,0.0051781586
Feature_25833,7.82897,0.005178999
Feature_26127,7.8288093,0.0051794583
Feature_26527,7.828555,0.0051801843
Feature_26485,7.828428,0.005180548
Feature_25749,7.8278975,0.0051820637
Feature_26025,7.827692,0.005182651
Feature_26085,7.8275247,0.0051831296
Feature_25959,7.8272862,0.0051838113
Feature_26001,7.826254,0.005186764
Feature_16959,7.82554,0.0051888064
Feature_16949,7.825258,0.0051896144
Feature_26043,7.825221,0.0051897196
Feature_16917,7.825095,0.00519008
Feature_25983,7.8240047,0.005193203
Feature_26403,7.8234673,0.0051947427
Feature_25941,7.8221674,0.005198469
Feature_25857,7.821953,0.005199084
Feature_25773,7.819929,0.0052048913
Feature_25815,7.8198266,0.0052051856
Feature_25917,7.8197007,0.0052055474
Feature_25899,7.81601,0.0052161566
Feature_25875,7.8143377,0.0052209706
Feature_26067,7.8132086,0.005224224
Feature_16915,7.8123937,0.0052265734
Feature_26109,7.8123794,0.0052266144
Feature_16991,7.8122897,0.005226873
Feature_16907,7.8122053,0.0052271164
Feature_26361,7.8121567,0.0052272566
Feature_1947,7.812038,0.0052275993
Feature_26277,7.8110423,0.0052304715
Feature_26319,7.811027,0.0052305153
Feature_16961,7.8093224,0.005235437
Feature_12168,7.806264,0.0052442783
Feature_17003,7.806161,0.0052445764
Feature_26235,7.802071,0.005256424
Feature_26193,7.8019514,0.0052567716
Feature_26443,7.7997007,0.0052633034
Feature_26151,7.7994137,0.005264137
Feature_16965,7.7990627,0.0052651567
Feature_17001,7.7985406,0.005266674
Feature_12256,7.7981863,0.0052677034
Feature_26359,7.7975717,0.00526949
Feature_16999,7.793946,0.0052800435
Feature_26401,7.7938676,0.005280271
Feature_26275,7.793068,0.005282602
Feature_12222,7.7916718,0.005286673
Feature_12154,7.7912645,0.005287861
Feature_26317,7.787861,0.0052978024
Feature_17007,7.7875986,0.005298569
Feature_12176,7.7869325,0.005300517
Feature_26233,7.782725,0.005312839
Feature_16919,7.7822022,0.0053143715
Feature_12260,7.780917,0.005318142
Feature_25603,7.7794137,0.0053225565
Feature_10562,7.7785525,0.005325087
Feature_16923,7.778033,0.0053266142
Feature_12158,7.7758036,0.0053331717
Feature_16957,7.7732997,0.005340547
Feature_25645,7.7726893,0.005342346
Feature_25141,7.7708707,0.0053477115
Feature_25351,7.769959,0.0053504035
Feature_25015,7.769687,0.005351206
Feature_23671,7.769599,0.0053514666
Feature_24973,7.769534,0.005351658
Feature_25183,7.769318,0.0053522964
Feature_12242,7.768618,0.0053543644
Feature_25057,7.7682137,0.0053555598
Feature_23713,7.7681427,0.00535577
Feature_23629,7.7675104,0.0053576394
Feature_25099,7.767257,0.005358388
Feature_23587,7.7671647,0.0053586615
Feature_24931,7.7671385,0.0053587393
Feature_23419,7.766903,0.005359436
Feature_10580,7.7667294,0.0053599495
Feature_25267,7.766101,0.005361809
Feature_24889,7.766024,0.005362036
Feature_1649,7.765713,0.005362957
Feature_25225,7.765338,0.0053640674
Feature_24847,7.7648697,0.005365454
Feature_25309,7.764287,0.0053671803
Feature_23545,7.7641745,0.0053675137
Feature_24217,7.762024,0.005373889
Feature_23503,7.7618995,0.005374258
Feature_25729,7.76149,0.0053754733
Feature_23461,7.7612095,0.0053763054
Feature_25477,7.7610493,0.005376781
Feature_23377,7.7606044,0.0053781015
Feature_26191,7.7605724,0.0053781965
Feature_25435,7.7601275,0.005379517
Feature_24805,7.759762,0.0053806035
Feature_24721,7.759416,0.0053816303
Feature_24763,7.759322,0.005381909
Feature_24679,7.758943,0.0053830356
Feature_25393,7.7581763,0.0053853146
Feature_24637,7.757559,0.0053871507
Feature_25561,7.7571836,0.005388267
Feature_12252,7.7571487,0.0053883702
Feature_10570,7.756691,0.0053897323
Feature_24133,7.7562037,0.0053911824
Feature_25687,7.755045,0.005394632
Feature_23335,7.7538385,0.0053982255
Feature_26149,7.7536597,0.0053987587
Feature_12138,7.7534595,0.0053993557
Feature_24259,7.752999,0.0054007284
Feature_24301,7.7529335,0.0054009235
Feature_24007,7.752891,0.0054010497
Feature_23293,7.752693,0.00540164
Feature_23797,7.7517276,0.0054045203
Feature_23251,7.7512684,0.0054058903
Feature_16989,7.7507415,0.0054074633
Feature_24175,7.7507024,0.0054075797
Feature_24469,7.7505536,0.005408024
Feature_24385,7.7503448,0.0054086475
Feature_10556,7.750088,0.0054094135
Feature_24049,7.7499666,0.0054097767
Feature_24091,7.7499294,0.005409888
Feature_25519,7.7498226,0.005410207
Feature_23209,7.749682,0.005410627
Feature_23923,7.749662,0.005410687
Feature_24553,7.749575,0.005410946
Feature_24427,7.749571,0.005410959
Feature_23965,7.749486,0.0054112123
Feature_1919,7.7490215,0.0054126
Feature_16746,7.7486286,0.0054137744
Feature_23167,7.7485414,0.005414035
Feature_22747,7.7482815,0.005414812
Feature_12234,7.747808,0.0054162275
Feature_23755,7.7477736,0.0054163304
Feature_25771,7.747633,0.005416751
Feature_23881,7.747365,0.0054175523
Feature_23125,7.7472415,0.0054179216
Feature_22831,7.747206,0.0054180273
Feature_22873,7.746415,0.0054203942
Feature_22789,7.7462583,0.0054208636
Feature_23839,7.746039,0.00542152
Feature_22915,7.745933,0.005421837
Feature_24343,7.745156,0.0054241642
Feature_23083,7.7448144,0.0054251864
Feature_22705,7.743821,0.0054281624
Feature_26107,7.7436795,0.005428587
Feature_2443,7.7434134,0.0054293843
Feature_1429,7.743203,0.005430015
Feature_22999,7.7431116,0.005430289
Feature_22957,7.742888,0.0054309596
Feature_26065,7.741795,0.005434238
Feature_23041,7.7415643,0.0054349303
Feature_25981,7.7414985,0.0054351278
Feature_24595,7.741028,0.0054365406
Feature_25855,7.739786,0.0054402687
Feature_25813,7.7393403,0.005441608
Feature_24511,7.737915,0.005445892
Feature_16724,7.7333336,0.005459686
Feature_10574,7.733161,0.0054602064
Feature_2521,7.7324963,0.0054622106
Feature_16905,7.7314625,0.0054653296
Feature_26023,7.730895,0.0054670423
Feature_10578,7.7304153,0.0054684905
Feature_5989,7.7303143,0.005468796
Feature_25939,7.727134,0.0054784077
Feature_25897,7.725189,0.005484295
Feature_16947,7.724517,0.0054863314
Feature_15779,7.7186193,0.0055042286
Feature_15717,7.716437,0.005510867
Feature_10554,7.71345,0.0055199657
Feature_10539,7.707314,0.0055387043
Feature_1605,7.707098,0.005539365
Feature_10582,7.704998,0.005545794
Feature_15763,7.703322,0.0055509307
Feature_15765,7.702533,0.005553351
Feature_16750,7.699983,0.005561177
Feature_12150,7.6996207,0.0055622905
Feature_16754,7.6949334,0.0055767116
Feature_10523,7.694778,0.0055771903
Feature_16720,7.6934323,0.0055813375
Feature_12250,7.6806836,0.0056207865
Feature_12166,7.6779923,0.0056291507
Feature_12178,7.674827,0.0056390036
Feature_18255,7.673502,0.005643134
Feature_10537,7.6715817,0.0056491247
Feature_10541,7.6707306,0.0056517823
Feature_12262,7.6663904,0.005665353
Feature_1561,7.6641684,0.0056723137
Feature_15719,7.660416,0.0056840875
Feature_10548,7.655102,0.005700806
Feature_12244,7.651061,0.0057135513
Feature_10564,7.647136,0.005725959
Feature_12248,7.645409,0.005731427
Feature_12164,7.636563,0.0057595214
Feature_10517,7.6336617,0.005768765
Feature_10558,7.6321177,0.005773691
Feature_2503,7.6247644,0.005797209
Feature_12160,7.624505,0.005798041
Feature_10560,7.6172824,0.00582124
Feature_10521,7.6153817,0.005827361
Feature_10533,7.612924,0.0058352845
Feature_16732,7.601599,0.005871941
Feature_12236,7.597995,0.005883657
Feature_12152,7.5974107,0.005885558
Feature_16728,7.5871387,0.005919089
Feature_16716,7.5870175,0.005919486
Feature_16736,7.583978,0.005929445
Feature_16744,7.5820637,0.005935727
Feature_1413,7.58076,0.0059400094
Feature_16943,7.5692735,0.005977872
Feature_10519,7.5690556,0.0059785927
Feature_16985,7.559474,0.0060103685
Feature_12246,7.5553093,0.006024234
Feature_2619,7.5526705,0.006033036
Feature_1903,7.5516634,0.006036399
Feature_12162,7.551401,0.006037275
Feature_16740,7.5512486,0.0060377847
Feature_1905,7.549605,0.006043278
Feature_4099,7.5440965,0.0060617267
Feature_16901,7.5438232,0.0060626436
Feature_16987,7.5411544,0.006071604
Feature_10535,7.540554,0.006073621
Feature_16903,7.53975,0.006076324
Feature_12140,7.537206,0.0060848845
Feature_16730,7.5369744,0.006085665
Feature_16738,7.534004,0.0060956767
Feature_18297,7.5280714,0.006115725
Feature_16742,7.524268,0.006128612
Feature_12240,7.517587,0.0061513176
Feature_10576,7.5166383,0.00615455
Feature_10531,7.5157766,0.006157486
Feature_12156,7.5141454,0.0061630486
Feature_16734,7.5139127,0.0061638425
Feature_12170,7.511416,0.0061723674
Feature_12258,7.5063143,0.0061898245
Feature_16945,7.505222,0.006193569
Feature_12224,7.504862,0.006194804
Feature_2523,7.501753,0.0062054754
Feature_12254,7.496132,0.0062248176
Feature_12235,7.4899564,0.006246139
Feature_16756,7.4870105,0.0062563363
Feature_16748,7.485279,0.0062623373
Feature_18087,7.477903,0.0062879696
Feature_10542,7.4700084,0.006315522
Feature_12174,7.468273,0.0063215946
Feature_1431,7.4661174,0.006329147
Feature_12251,7.462473,0.006341936
Feature_15807,7.458472,0.006356007
Feature_16718,7.4577823,0.0063584354
Feature_15821,7.4531426,0.006374798
Feature_12237,7.453008,0.0063752728
Feature_16752,7.4452066,0.006402886
Feature_15805,7.444095,0.00640683
Feature_10568,7.435999,0.0064356336
Feature_10544,7.4329643,0.0064464635
Feature_15849,7.425278,0.006473978
Feature_15847,7.423069,0.0064819083
Feature_6031,7.422794,0.006482897
Feature_10572,7.4194775,0.0064948224
Feature_15863,7.4152393,0.006510095
Feature_2483,7.404636,0.006548467
Feature_10388,7.400973,0.0065617766
Feature_12241,7.400435,0.0065637333
Feature_18339,7.3984528,0.006570949
Feature_16722,7.3970647,0.006576007
Feature_15565,7.392141,0.006593981
Feature_18229,7.388038,0.0066089956
Feature_15759,7.3866653,0.0066140275
Feature_10402,7.3838305,0.006624431
Feature_16726,7.3707795,0.006672541
Feature_2547,7.3690605,0.0066789044
Feature_2675,7.3603516,0.0067112385
Feature_12148,7.360042,0.0067123906
Feature_12239,7.3594823,0.006714475
Feature_12144,7.355857,0.006727989
Feature_12257,7.355163,0.006730578
Feature_10414,7.3458557,0.006765413
Feature_12232,7.337465,0.0067969756
Feature_12263,7.3353214,0.0068050623
Feature_2659,7.3327003,0.006814965
Feature_12245,7.3320374,0.0068174712
Feature_15607,7.3272405,0.0068356385
Feature_12228,7.3269696,0.006836666
