Feature,Score,P_value
Feature_19160,15.25337,9.6376236e-05
Feature_19078,15.252923,9.639893e-05
Feature_20941,15.252717,9.6409385e-05
Feature_18866,15.252523,9.641921e-05
Feature_19076,15.252356,9.642773e-05
Feature_18910,15.252334,9.642884e-05
Feature_19118,15.251326,9.648002e-05
Feature_18824,15.249469,9.657437e-05
Feature_18952,15.24946,9.6574804e-05
Feature_19092,15.248102,9.664387e-05
Feature_19018,15.247902,9.6654054e-05
Feature_19176,15.246161,9.6742646e-05
Feature_18946,15.246011,9.675032e-05
Feature_18966,15.2455435,9.677413e-05
Feature_19134,15.244796,9.681222e-05
Feature_18892,15.244473,9.682865e-05
Feature_19030,15.243902,9.685777e-05
Feature_18840,15.243349,9.6885975e-05
Feature_18988,15.243189,9.689415e-05
Feature_18976,15.241468,9.698194e-05
Feature_18820,15.241306,9.699022e-05
Feature_18957,15.2412,9.699562e-05
Feature_19072,15.241161,9.699762e-05
Feature_21657,15.240499,9.7031465e-05
Feature_18868,15.240499,9.7031465e-05
Feature_18862,15.240421,9.7035416e-05
Feature_19156,15.239997,9.70571e-05
Feature_19114,15.238148,9.715162e-05
Feature_19102,15.237577,9.718079e-05
Feature_19050,15.236308,9.724575e-05
Feature_18904,15.23569,9.7277385e-05
Feature_19008,15.234304,9.734838e-05
Feature_18789,15.234142,9.7356686e-05
Feature_18778,15.234048,9.7361524e-05
Feature_18924,15.233777,9.737541e-05
Feature_18882,15.233234,9.740322e-05
Feature_18873,15.231511,9.7491626e-05
Feature_18934,15.231451,9.749471e-05
Feature_19125,15.230494,9.754387e-05
Feature_18798,15.226806,9.773342e-05
Feature_19041,15.226416,9.7753495e-05
Feature_21699,15.216098,9.828591e-05
Feature_20983,15.204033,9.89122e-05
Feature_21741,15.194153,9.9428056e-05
Feature_21783,15.194034,9.94343e-05
Feature_21867,15.184566,9.993122e-05
Feature_21825,15.184536,9.9932775e-05
Feature_22035,15.183633,9.99803e-05
Feature_22119,15.181599,0.00010008745
Feature_22077,15.178856,0.00010023209
Feature_22665,15.177863,0.0001002845
Feature_22329,15.176813,0.00010033996
Feature_22161,15.175796,0.000100393736
Feature_22371,15.175772,0.000100394995
Feature_22413,15.175627,0.000100402656
Feature_21993,15.175049,0.000100433215
Feature_22539,15.17459,0.00010045747
Feature_21951,15.172811,0.000100551646
Feature_22581,15.172805,0.00010055195
Feature_22203,15.172797,0.00010055235
Feature_1767,15.172114,0.00010058851
Feature_22497,15.171624,0.00010061448
Feature_21909,15.171228,0.00010063545
Feature_22245,15.168905,0.000100758625
Feature_22455,15.167879,0.000100813086
Feature_22287,15.167375,0.00010083987
Feature_22623,15.166458,0.000100888545
Feature_21025,15.160376,0.00010121219
Feature_2063,15.154459,0.000101528014
Feature_21067,15.1228695,0.00010323109
Feature_1937,15.097052,0.00010464436
Feature_21109,15.0695915,0.00010616891
Feature_21151,15.018774,0.00010904949
Feature_18921,14.990859,0.00011066522
Feature_2253,14.990091,0.00011070999
Feature_19005,14.9801035,0.00011129417
Feature_18963,14.97461,0.00011161678
Feature_18837,14.973419,0.00011168685
Feature_18795,14.973131,0.000111703805
Feature_19173,14.9718895,0.00011177692
Feature_18879,14.971704,0.00011178787
Feature_19089,14.971131,0.00011182158
Feature_19047,14.970891,0.00011183575
Feature_19131,14.96696,0.000112067646
Feature_18939,14.963021,0.000112300484
Feature_19103,14.957829,0.00011260815
Feature_19107,14.95388,0.00011284275
Feature_18893,14.953117,0.00011288812
Feature_18977,14.95177,0.000112968315
Feature_18935,14.951511,0.000112983704
Feature_21193,14.950488,0.00011304465
Feature_18919,14.94596,0.000113314716
Feature_18917,14.945921,0.00011331705
Feature_19091,14.944483,0.000113402966
Feature_19191,14.942704,0.00011350931
Feature_19149,14.942147,0.000113542636
Feature_18981,14.941968,0.00011355337
Feature_19145,14.940523,0.00011363986
Feature_18923,14.940399,0.000113647286
Feature_19085,14.938942,0.0001137346
Feature_19169,14.93783,0.00011380127
Feature_19175,14.937373,0.00011382867
Feature_19019,14.937369,0.00011382889
Feature_18897,14.935301,0.00011395305
Feature_19001,14.933176,0.00011408073
Feature_18961,14.932409,0.00011412684
Feature_19127,14.932063,0.00011414766
Feature_18797,14.930996,0.00011421188
Feature_19187,14.930041,0.00011426935
Feature_18813,14.928077,0.00011438773
Feature_18851,14.925419,0.00011454807
Feature_19043,14.925137,0.00011456512
Feature_18793,14.9245205,0.00011460232
Feature_19061,14.924029,0.00011463199
Feature_18875,14.922789,0.00011470698
Feature_18833,14.922582,0.000114719485
Feature_19133,14.922581,0.00011471954
Feature_18791,14.921552,0.000114781775
Feature_19065,14.921488,0.000114785646
Feature_19067,14.921422,0.000114789626
Feature_19151,14.91789,0.00011500353
Feature_19129,14.917547,0.00011502429
Feature_18835,14.917191,0.000115045914
Feature_18809,14.916884,0.000115064475
Feature_19023,14.915776,0.0001151317
Feature_19007,14.915635,0.00011514026
Feature_19049,14.91484,0.000115188544
Feature_18965,14.914067,0.00011523545
Feature_18839,14.912997,0.000115300456
Feature_18855,14.912218,0.000115347815
Feature_19171,14.911247,0.00011540685
Feature_18877,14.910777,0.000115435454
Feature_19193,14.908623,0.0001155666
Feature_1723,14.90825,0.00011558932
Feature_19003,14.904612,0.00011581119
Feature_18959,14.9044,0.000115824114
Feature_18847,14.904346,0.00011582737
Feature_19025,14.904234,0.00011583425
Feature_19045,14.903294,0.00011589167
Feature_19183,14.900114,0.000116086056
Feature_18931,14.899679,0.00011611267
Feature_19189,14.898772,0.00011616819
Feature_19099,14.898458,0.00011618746
Feature_19109,14.897698,0.00011623396
Feature_19087,14.895823,0.00011634894
Feature_18941,14.895729,0.00011635468
Feature_18889,14.894106,0.00011645426
Feature_18899,14.891232,0.000116630836
Feature_18973,14.890501,0.00011667576
Feature_19015,14.890341,0.00011668561
Feature_18805,14.890095,0.00011670074
Feature_18881,14.889501,0.0001167373
Feature_18815,14.889346,0.00011674681
Feature_18983,14.8889065,0.00011677387
Feature_19057,14.888258,0.00011681379
Feature_19141,14.885812,0.000116964504
Feature_19185,14.88342,0.00011711207
Feature_19017,14.877781,0.000117460695
Feature_18937,14.87658,0.00011753506
Feature_18857,14.873143,0.000117748205
Feature_18975,14.873109,0.000117750336
Feature_18811,14.871195,0.000117869204
Feature_19101,14.869979,0.00011794478
Feature_19143,14.868435,0.000118040814
Feature_19059,14.867656,0.00011808931
Feature_21235,14.863835,0.00011832738
Feature_18979,14.860819,0.00011851569
Feature_19021,14.858955,0.00011863217
Feature_18933,14.8569765,0.00011875599
Feature_18891,14.853839,0.00011895259
Feature_18853,14.852629,0.000119028504
Feature_18895,14.852324,0.000119047654
Feature_18807,14.851355,0.00011910848
Feature_2187,14.849433,0.000119229204
Feature_19147,14.843074,0.00011962959
Feature_19105,14.839701,0.00011984252
Feature_21277,14.833142,0.000120257624
Feature_19063,14.832447,0.00012030171
Feature_18849,14.826483,0.0001206806
Feature_21319,14.8009205,0.00012231815
Feature_2227,14.7555,0.00012528327
Feature_21361,14.744336,0.00012602308
Feature_21403,14.703062,0.00012879667
Feature_1895,14.684001,0.00013009824
Feature_21445,14.664081,0.00013147265
Feature_21487,14.624511,0.00013424634
Feature_21529,14.579662,0.00013746138
Feature_21571,14.545466,0.0001399648
Feature_21613,14.505737,0.00014293107
Feature_21655,14.479797,0.0001449019
Feature_21697,14.471683,0.00014552404
Feature_21739,14.452996,0.00014696694
Feature_21781,14.438892,0.00014806552
Feature_22411,14.421982,0.00014939364
Feature_21865,14.42065,0.0001494988
Feature_22243,14.418916,0.00014963573
Feature_22369,14.418728,0.00014965057
Feature_21823,14.417724,0.00014972997
Feature_22453,14.41752,0.0001497461
Feature_22537,14.4172945,0.0001497639
Feature_22579,14.41483,0.00014995893
Feature_22285,14.4144745,0.0001499871
Feature_22663,14.413786,0.00015004164
Feature_21907,14.413693,0.00015004897
Feature_22495,14.413541,0.00015006107
Feature_21949,14.412972,0.00015010612
Feature_21991,14.408812,0.00015043632
Feature_22621,14.406922,0.0001505865
Feature_22117,14.403992,0.00015081973
Feature_22159,14.402834,0.00015091198
Feature_22327,14.402505,0.00015093821
Feature_22201,14.402234,0.0001509598
Feature_22075,14.4011135,0.00015104916
Feature_22033,14.399821,0.00015115229
Feature_1579,14.377289,0.00015296183
Feature_2105,14.360494,0.0001543248
Feature_1725,14.360018,0.00015436362
Feature_2065,14.103672,0.00017675913
Feature_2229,14.095453,0.000177529
Feature_1981,14.070711,0.00017986707
Feature_1853,14.03684,0.0001831182
Feature_1665,14.01724,0.00018502661
Feature_1939,13.969991,0.00018970975
Feature_2147,13.915501,0.00019525921
Feature_2295,13.910577,0.00019576866
Feature_2023,13.857531,0.00020134289
Feature_1897,13.817039,0.00020570538
Feature_2269,13.799555,0.00020761834
Feature_2293,13.764505,0.00021150747
Feature_1681,13.763568,0.0002116125
Feature_2107,13.645073,0.00022532
Feature_1941,13.590083,0.00023198203
Feature_1983,13.452671,0.00024951127
Feature_1683,13.449919,0.0002498757
Feature_2025,13.443168,0.00025077187
Feature_2189,13.402032,0.0002563029
Feature_4477,13.276068,0.0002740172
Feature_2149,13.269054,0.000275039
Feature_1537,13.241584,0.00027907852
Feature_4519,13.208211,0.00028406657
Feature_1855,13.193039,0.00028636388
Feature_1623,13.187651,0.0002871843
Feature_1899,13.1552305,0.00029217068
Feature_1811,13.1391535,0.0002946757
Feature_4435,13.073769,0.00030508894
Feature_4561,12.989947,0.0003189834
Feature_2271,12.973852,0.00032172358
Feature_2337,12.853221,0.00034303163
Feature_2311,12.837316,0.00034594545
Feature_4603,12.824351,0.00034833894
Feature_2067,12.668924,0.00037836964
Feature_2191,12.666237,0.00037891127
Feature_1639,12.658458,0.00038048346
Feature_1813,12.6440325,0.0003834163
Feature_5275,12.635812,0.0003850979
Feature_5233,12.610127,0.00039039986
Feature_2335,12.590382,0.000394526
Feature_4645,12.58566,0.00039551914
Feature_1769,12.561035,0.00040073978
Feature_2231,12.5433035,0.00040454205
Feature_4393,12.528305,0.00040778666
Feature_4351,12.477762,0.00041891524
Feature_1641,12.468047,0.0004210892
Feature_5191,12.4554825,0.00042391772
Feature_5107,12.449317,0.0004253127
Feature_5149,12.428733,0.0004300036
Feature_2109,12.403363,0.000435857
Feature_2313,12.372248,0.00044314607
Feature_1857,12.35682,0.00044680564
Feature_4687,12.338215,0.0004512596
Feature_5023,12.299651,0.00046063476
Feature_5065,12.284524,0.00046436582
Feature_2027,12.231426,0.00047770535
Feature_5317,12.222632,0.00047995165
Feature_4771,12.135617,0.0005027622
Feature_4729,12.132172,0.00050368765
Feature_1495,12.066084,0.000521775
Feature_4981,11.997093,0.0005413574
Feature_2069,11.9903345,0.00054331525
Feature_1581,11.987099,0.00054425513
Feature_1985,11.96927,0.0005494634
Feature_1771,11.951638,0.0005546635
Feature_4939,11.935489,0.0005594701
Feature_1901,11.921509,0.00056366494
Feature_2233,11.913853,0.00056597573
Feature_15632,11.913318,0.00056613755
Feature_4813,11.892083,0.0005725986
Feature_4897,11.884314,0.00057498127
Feature_2151,11.882315,0.0005755959
Feature_5359,11.863267,0.0005814859
Feature_15590,11.849596,0.00058575085
Feature_1943,11.843687,0.000587604
Feature_16850,11.835951,0.00059003924
Feature_15548,11.823659,0.0005939295
Feature_15612,11.820693,0.00059487205
Feature_15544,11.816499,0.00059620757
Feature_4855,11.807934,0.00059894414
Feature_15586,11.806071,0.0005995409
Feature_15670,11.80095,0.0006011849
Feature_15628,11.797033,0.00060244533
Feature_16846,11.791741,0.0006041525
Feature_16804,11.787489,0.0006055279
Feature_15616,11.785388,0.0006062086
Feature_15700,11.7841835,0.0006065992
Feature_15704,11.782601,0.00060711266
Feature_15662,11.781385,0.00060750754
Feature_2379,11.78064,0.00060774985
Feature_15658,11.778347,0.00060849544
Feature_15620,11.777262,0.0006088487
Feature_15578,11.7747555,0.0006096653
Feature_15574,11.772379,0.0006104407
Feature_16876,11.770358,0.00061110075
Feature_16834,11.765863,0.0006125715
Feature_15682,11.764352,0.0006130669
Feature_5401,11.763258,0.0006134257
Feature_16792,11.761411,0.00061403203
Feature_15696,11.756478,0.000615654
Feature_15562,11.754899,0.00061617425
Feature_15640,11.7547865,0.0006162113
Feature_15582,11.750442,0.00061764504
Feature_15622,11.747978,0.00061845937
Feature_15552,11.7458725,0.0006191563
Feature_15570,11.744747,0.0006195291
Feature_15644,11.743784,0.0006198484
Feature_15654,11.742456,0.00062028866
Feature_15666,11.74226,0.00062035385
Feature_15686,11.739865,0.00062114897
Feature_15540,11.738761,0.00062151597
Feature_16766,11.738289,0.00062167295
Feature_15636,11.738245,0.00062168756
Feature_15560,11.738191,0.0006217056
Feature_15556,11.736303,0.00062233355
Feature_15678,11.736177,0.00062237546
Feature_15598,11.736083,0.0006224069
Feature_15580,11.735219,0.0006226946
Feature_15602,11.735037,0.0006227553
Feature_15646,11.733373,0.0006233099
Feature_15688,11.7315645,0.0006239131
Feature_15594,11.729446,0.0006246204
Feature_15624,11.727929,0.0006251276
Feature_15664,11.7261505,0.00062572263
Feature_15604,11.725747,0.0006258577
Feature_15674,11.725522,0.00062593305
Feature_16872,11.725384,0.00062597933
Feature_16830,11.724078,0.0006264167
Feature_4309,11.723926,0.0006264678
Feature_15568,11.720843,0.00062750163
Feature_15610,11.716204,0.000629061
Feature_15694,11.712282,0.00063038216
Feature_15652,11.71016,0.00063109817
Feature_16788,11.701681,0.0006339675
Feature_15706,11.701279,0.000634104
Feature_2353,11.691644,0.0006373813
Feature_15600,11.69157,0.0006374063
Feature_15642,11.688461,0.0006384675
Feature_16796,11.688265,0.0006385346
Feature_15558,11.687684,0.00063873304
Feature_15608,11.683727,0.0006400868
Feature_15596,11.680709,0.00064112135
Feature_16808,11.679512,0.00064153207
Feature_16880,11.675282,0.000642986
Feature_15684,11.674833,0.00064314017
Feature_16838,11.673256,0.00064368325
Feature_15566,11.67318,0.00064370956
Feature_15638,11.670163,0.00064474944
Feature_15650,11.668962,0.0006451641
Feature_15554,11.667752,0.00064558175
Feature_15692,11.666844,0.00064589543
Feature_16762,11.663027,0.0006472163
Feature_15680,11.662329,0.00064745813
Feature_15690,11.63161,0.00065819034
Feature_15648,11.631239,0.0006583211
Feature_15564,11.623305,0.0006611225
Feature_16778,11.62299,0.0006612342
Feature_15606,11.622009,0.0006615813
Feature_16842,11.6198015,0.00066236354
Feature_16820,11.613672,0.0006645402
Feature_16862,11.612576,0.00066493044
Feature_15584,11.604055,0.00066797
Feature_15626,11.601284,0.00066896173
Feature_15668,11.6010685,0.0006690389
Feature_15579,11.600651,0.0006691885
Feature_15659,11.599519,0.00066959416
Feature_15542,11.597469,0.0006703292
Feature_1727,11.5960455,0.0006708403
Feature_2273,11.595156,0.00067115994
Feature_15701,11.589814,0.0006730819
Feature_2111,11.58906,0.0006733538
Feature_15572,11.586196,0.000674387
Feature_15655,11.586126,0.0006744121
Feature_15614,11.585985,0.0006744631
Feature_15656,11.579626,0.00067676324
Feature_15660,11.575303,0.0006783314
Feature_15576,11.57452,0.0006786158
Feature_15618,11.572217,0.00067945314
Feature_15621,11.567278,0.00068125234
Feature_15698,11.566445,0.00068155606
Feature_15575,11.565863,0.00068176875
Feature_15623,11.565405,0.00068193587
Feature_2153,11.565214,0.00068200554
Feature_15571,11.564671,0.00068220403
Feature_1597,11.562437,0.0006830204
Feature_15581,11.559323,0.0006841601
Feature_15697,11.559072,0.00068425236
Feature_15561,11.558629,0.00068441447
Feature_15702,11.558336,0.0006845218
Feature_16774,11.55654,0.00068518065
Feature_1815,11.554999,0.00068574597
Feature_15645,11.553703,0.00068622205
Feature_16816,11.548154,0.00068826426
Feature_15613,11.546749,0.00068878214
Feature_15663,11.546583,0.00068884337
Feature_15665,11.546503,0.00068887294
Feature_15603,11.546497,0.00068887504
Feature_15617,11.539165,0.00069158536
Feature_15687,11.538219,0.0006919355
Feature_15705,11.536233,0.000692672
Feature_16858,11.534973,0.00069313945
Feature_15707,11.533202,0.00069379713
Feature_16786,11.519916,0.00069875154
Feature_16770,11.519746,0.0006988151
Feature_16870,11.518979,0.0006991021
Feature_16828,11.518885,0.00069913745
Feature_16758,11.51618,0.0007001509
Feature_16800,11.516125,0.0007001717
Feature_15699,11.513009,0.000701341
Feature_16812,11.512574,0.0007015044
Feature_15588,11.512155,0.0007016621
Feature_15672,11.509874,0.00070251955
Feature_15546,11.509863,0.00070252386
Feature_15630,11.509859,0.0007025253
Feature_15657,11.503396,0.0007049614
Feature_15703,11.502998,0.0007051116
Feature_1599,11.502626,0.0007052521
Feature_16854,11.499491,0.0007064376
Feature_15605,11.497875,0.0007070492
Feature_15563,11.496744,0.0007074777
Feature_15661,11.496691,0.00070749794
Feature_15592,11.492424,0.00070911675
Feature_15550,11.490865,0.00070970925
Feature_15573,11.484123,0.00071227684
Feature_15615,11.48389,0.000712366
Feature_16856,11.480709,0.00071358075
Feature_15619,11.478599,0.000714388
Feature_15577,11.475342,0.0007156354
Feature_15647,11.474123,0.00071610283
Feature_16814,11.474087,0.00071611675
Feature_16782,11.472867,0.00071658485
Feature_15689,11.470996,0.00071730354
Feature_16822,11.469433,0.0007179044
Feature_16864,11.46769,0.00071857485
Feature_16772,11.465239,0.0007195194
Feature_16866,11.461535,0.0007209483
Feature_16784,11.451295,0.0007249147
Feature_16824,11.450096,0.0007253805
Feature_16868,11.445706,0.0007270886
Feature_16826,11.444629,0.00072750857
Feature_16860,11.444373,0.0007276082
Feature_16818,11.440922,0.00072895497
Feature_16776,11.432646,0.00073219475
Feature_16882,11.414122,0.0007394992
Feature_15634,11.41385,0.00073960697
Feature_16798,11.405626,0.0007428737
Feature_16780,11.404016,0.00074351527
Feature_16840,11.40012,0.0007450693
Feature_5443,11.398978,0.0007455253
Feature_1859,11.398009,0.00074591255
Feature_16832,11.391803,0.00074839796
Feature_16874,11.387445,0.00075014785
Feature_15676,11.386095,0.000750691
Feature_16760,11.381325,0.0007526129
Feature_16878,11.355549,0.0007630841
Feature_16790,11.306161,0.0007835608
Feature_16844,11.293545,0.0007888801
Feature_16764,11.289397,0.0007906368
Feature_16802,11.281769,0.00079387816
Feature_1729,11.270024,0.0007988947
Feature_2275,11.26826,0.0007996511
Feature_16794,11.262409,0.00080216455
Feature_15557,11.257444,0.0008043036
Feature_16836,11.254709,0.00080548454
Feature_15683,11.244178,0.00081004796
Feature_2355,11.242789,0.0008106516
Feature_16768,11.24141,0.0008112515
Feature_4267,11.2412405,0.0008113254
Feature_15641,11.238307,0.0008126032
Feature_2377,11.227979,0.0008171184
Feature_2193,11.225069,0.00081839494
Feature_15599,11.213705,0.00082340004
Feature_15685,11.189329,0.0008342408
Feature_16806,11.185934,0.0008357621
Feature_15601,11.174008,0.00084112823
Feature_16852,11.170425,0.0008427472
Feature_5485,11.170261,0.00084282144
Feature_16848,11.169198,0.0008433026
Feature_15643,11.167015,0.0008442912
Feature_15559,11.15669,0.0008489831
Feature_16810,11.145408,0.0008541399
Feature_1773,10.934922,0.0009563777
Feature_1539,10.92176,0.0009631681
Feature_1817,10.91356,0.0009674228
Feature_2315,10.905886,0.00097142207
Feature_16799,10.864437,0.0009933134
Feature_16841,10.840382,0.0010062465
Feature_16883,10.835419,0.001008936
Feature_16879,10.824385,0.0010149415
Feature_16837,10.821514,0.0010165097
Feature_16781,10.814455,0.0010203768
Feature_16795,10.806147,0.0010249473
Feature_2195,10.801926,0.0010272772
Feature_16865,10.791685,0.0010329521
Feature_16823,10.789429,0.0010342067
Feature_2237,10.774642,0.0010424672
Feature_16881,10.774147,0.0010427448
Feature_16833,10.771301,0.0010443426
Feature_2235,10.771059,0.0010444787
Feature_1555,10.767676,0.0010463815
Feature_1685,10.767359,0.0010465604
Feature_16875,10.765821,0.0010474264
Feature_16839,10.76312,0.0010489502
Feature_5527,10.759541,0.0010509723
Feature_16835,10.753527,0.0010543788
